id	type	name	description	target	belongs_to	pc	ts_pc	PC3	VCAP	A375	A549	HA1E	HCC515	HT29	MCF7	HEPG2	summary
CGS001-4923	KD	NTSR1	GPCR / Class A : Neurotensin receptors, neurotensin receptor 1 (high affinity)			10.00, 0.00	1.20, 0.38	-20.56	50.65	-31.49	95.93	53.14	-94.85	-99.66	31.77	-75.62	-30.31
CGS001-9891	KD	NUAK1	NuaK subfamily, NUAK family, SNF1-like kinase, 1			0.00, 0.00	1.23, 0.39	58.66	30.06	-72.15	NaN	-99.94	NaN	41.25	-46.62	43.69	-33.08
CGS001-4925	KD	NUCB2	EF-hand domain containing, nucleobindin 2			0.00, 0.00	1.22, 0.25	-88.57	NaN	-98.29	-93.16	-26.66	-30.44	NaN	-56.58	-76.27	-79.77
CGS001-64710	KD	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1			0.00, 0.00	1.69, 0.53	30.25	-87.54	-77.98	83.64	26.70	NaN	60.26	-97.83	-70.97	-68.44
CGS001-23386	KD	NUDCD3	NudC domain containing 3			11.11, 11.11	1.33, 0.34	NaN	50.65	98.88	83.26	79.87	-24.97	56.12	17.18	44.63	84.46
CGS001-256281	KD	NUDT14	Nudix motif containing, nudix (nucleoside diphosphate linked moiety X)-type motif 14			11.11, 11.11	1.48, 0.55	-29.26	99.65	-27.11	-89.89	-70.30	-25.73	-31.38	38.90	NaN	-15.66
CGS001-11164	KD	NUDT5	Nudix motif containing, nudix (nucleoside diphosphate linked moiety X)-type motif 5			0.00, 0.00	0.97, 0.39	-99.03	-42.12	-35.91	-99.90	-86.25	24.34	-99.10	-52.78	NaN	-99.42
CGS001-11162	KD	NUDT6	Nudix motif containing, nudix (nucleoside diphosphate linked moiety X)-type motif 6			0.00, 0.00	1.76, 0.52	-91.86	NaN	-48.58	NaN	41.64	NaN	-98.38	-59.62	-19.57	-58.80
CGS001-53343	KD	NUDT9	Nudix motif containing, nudix (nucleoside diphosphate linked moiety X)-type motif 9			0.00, 0.00	1.23, 0.28	55.45	-43.12	-96.39	-51.38	-46.55	-99.38	-69.61	-48.92	31.28	-45.06
CGS001-4926	KD	NUMA1	nuclear mitotic apparatus protein 1			0.00, 0.00	1.55, 0.39	-54.66	-51.13	-99.70	-33.93	-28.82	NaN	-79.24	-91.04	-43.58	-48.49
CGS001-55746	KD	NUP133	nucleoporin 133kDa		Minor histocompatibility antigens LOF, Nucleoporin LOF	33.33, 22.22	1.23, 0.40	NaN	-47.07	-25.52	95.13	99.81	-27.48	-25.87	13.19	97.99	82.69
CGS001-23636	KD	NUP62	nucleoporin 62kDa			33.33, 22.22	1.88, 0.55	-10.72	-100.00	76.70	99.48	-98.42	93.31	NaN	88.95	99.95	97.03
CGS001-79902	KD	NUP85	nucleoporin 85kDa		Nucleoporin LOF	10.00, 10.00	1.26, 0.50	89.77	-93.62	69.80	-81.50	23.60	-91.02	-35.29	62.05	99.65	52.97
CGS001-4927	KD	NUP88	nucleoporin 88kDa		Nucleoporin LOF	0.00, 0.00	1.52, 0.65	NaN	54.03	-99.86	-90.82	-99.98	NaN	-52.78	14.61	77.47	-95.37
CGS001-9688	KD	NUP93	nucleoporin 93kDa		Nucleoporin LOF	0.00, 0.00	1.38, 0.39	89.06	NaN	-41.55	36.44	-99.96	-86.64	-96.37	-42.61	-64.42	-96.40
CGS001-51203	KD	NUSAP1	nucleolar and spindle associated protein 1			12.50, 0.00	1.88, 0.61	NaN	95.56	-61.31	-99.66	-39.67	NaN	-99.88	-80.78	54.60	-76.06
CGS001-4931	KD	NVL	ATPases / AAA-type, nuclear VCP-like			11.11, 0.00	1.88, 0.51	95.13	NaN	-97.78	-99.95	-99.94	-99.81	-60.74	-97.77	-53.51	-99.92
CGS001-10482	KD	NXF1	nuclear RNA export factor 1			0.00, 0.00	1.60, 0.44	-31.03	-23.63	30.16	33.24	-99.96	-22.88	32.39	29.97	31.86	8.37
CGS001-338557	KD	O3FAR1	omega-3 fatty acid receptor 1			33.33, 0.00	1.63, 0.28	96.78	-23.56	97.45	44.19	50.69	NaN	-20.63	96.82	-53.33	89.16
CGS001-4938	KD	OAS1	2'-5'-oligoadenylate synthetase 1, 40/46kDa			11.11, 11.11	2.13, 0.61	26.69	100.00	42.98	-40.49	-29.65	NaN	-20.90	-26.58	-41.74	-15.78
CGS001-4942	KD	OAT	ornithine aminotransferase			0.00, 0.00	1.52, 0.50	NaN	53.24	31.06	30.04	-40.96	NaN	52.29	82.07	-99.65	51.34
CGS001-4946	KD	OAZ1	ornithine decarboxylase antizyme 1			10.00, 0.00	1.80, 0.51	48.72	60.76	95.98	79.29	30.76	94.84	87.90	-28.59	66.95	88.84
CGS001-4953	KD	ODC1	Decarboxylases, ornithine decarboxylase 1			0.00, 0.00	1.41, 0.41	-56.46	-70.54	-26.38	-34.61	-17.94	NaN	66.54	-37.59	71.54	-10.67
CGS001-4967	KD	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)			0.00, 0.00	0.98, 0.23	-48.12	-43.01	-37.00	42.71	31.85	NaN	-23.68	85.56	88.69	28.49
CGS001-55239	KD	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1			0.00, 0.00	1.13, 0.30	93.96	45.85	-31.46	-98.85	51.57	NaN	81.39	-69.02	-47.63	46.83
CGS001-4968	KD	OGG1	8-oxoguanine DNA glycosylase			0.00, 0.00	1.30, 0.43	-94.99	65.31	-93.35	-35.43	-62.59	NaN	32.03	-43.40	69.37	-42.98
CGS001-167826	KD	OLIG3	Basic helix-loop-helix proteins, oligodendrocyte transcription factor 3			0.00, 0.00	2.05, 0.95	-45.66	-34.35	-95.91	43.44	74.41	NaN	22.81	-33.55	-99.01	-18.95
CGS001-23596	KD	OPN3	GPCR / Class A : Opsin receptors, opsin 3			0.00, 0.00	1.48, 0.43	67.40	38.63	89.66	NaN	-84.42	84.81	NaN	94.47	-31.63	94.45
CGS001-94233	KD	OPN4	GPCR / Class A : Opsin receptors, opsin 4			0.00, 0.00	1.18, 0.32	-40.69	-100.00	72.71	-31.34	-65.68	-71.01	-18.96	-61.71	NaN	-59.92
CGS001-221391	KD	OPN5	GPCR / Class A : Opsin receptors, opsin 5			22.22, 22.22	1.55, 0.36	40.37	57.51	-39.64	99.82	-29.98	NaN	99.91	70.89	75.38	69.80
CGS001-128368	KD	OR10Z1	GPCR / Class A : Olfactory receptors, olfactory receptor, family 10, subfamily Z, member 1			0.00, 0.00	1.52, 0.45	57.76	36.28	76.58	-37.45	58.36	-69.76	31.66	NaN	30.45	41.71
CGS001-255725	KD	OR52B2	GPCR / Class A : Olfactory receptors, olfactory receptor, family 52, subfamily B, member 2			0.00, 0.00	2.03, 0.61	-30.15	29.95	22.53	28.62	29.93	87.44	80.38	36.66	NaN	19.63
CGS001-390148	KD	OR5W2	GPCR / Class A : Olfactory receptors, olfactory receptor, family 5, subfamily W, member 2			10.00, 0.00	0.85, 0.32	20.29	-22.62	-15.97	43.95	29.63	92.91	-29.14	24.37	96.35	7.19
CGS001-4998	KD	ORC1	ATPases / AAA-type, origin recognition complex, subunit 1			0.00, 0.00	1.99, 0.47	NaN	NaN	-86.18	-97.50	-31.63	-99.97	NaN	-77.58	22.02	-97.62
CGS001-5004	KD	ORM1	Lipocalins, orosomucoid 1			10.00, 0.00	1.51, 0.42	39.95	51.92	-41.57	31.43	97.30	30.75	67.10	48.71	74.19	73.79
CGS001-94103	KD	ORMDL3	ORM1-like 3 (S. cerevisiae)			0.00, 0.00	0.99, 0.22	93.22	-98.77	14.42	-89.82	-32.55	NaN	-31.55	-99.96	-28.59	-88.75
CGS001-55644	KD	OSGEP	O-sialoglycoprotein endopeptidase			11.11, 11.11	1.77, 0.63	48.57	73.04	69.74	26.64	-18.61	-23.97	NaN	98.51	-28.45	61.61
CGS001-9180	KD	OSMR	IL-6 receptor family, oncostatin M receptor			0.00, 0.00	1.35, 0.35	-33.34	88.01	15.28	25.76	74.17	93.88	15.64	21.21	NaN	22.25
CGS001-130497	KD	OSR1	Zinc fingers, C2H2-type, odd-skipped related 1 (Drosophila)			0.00, 0.00	1.32, 0.32	58.39	-42.83	-33.11	-32.41	32.85	NaN	-31.30	84.81	-30.88	-13.78
CGS001-23252	KD	OTUD3	OTU domain containing, OTU domain containing 3			28.57, 28.57	1.94, 0.80	-95.73	NaN	98.07	73.31	32.72	NaN	NaN	99.26	83.43	91.54
CGS001-161725	KD	OTUD7A	OTU domain containing, OTU domain containing 7A			0.00, 0.00	1.82, 0.72	-61.81	-67.39	-20.49	31.37	-23.14	-99.97	-92.11	-49.36	16.69	-27.47
CGS001-5013	KD	OTX1	Homeoboxes / PRD class, orthodenticle homeobox 1		PRD class homeoboxes and psudogenes LOF	55.56, 55.56	1.95, 0.51	98.04	21.52	94.45	98.74	99.56	99.17	NaN	53.70	27.86	99.58
CGS001-5015	KD	OTX2	Homeoboxes / PRD class, orthodenticle homeobox 2		PRD class homeoboxes and psudogenes LOF	0.00, 0.00	1.83, 0.57	30.33	NaN	-38.12	33.60	92.31	-28.57	-41.80	36.63	NaN	13.80
CGS001-124641	KD	OVCA2	ovarian tumor suppressor candidate 2			0.00, 0.00	1.45, 0.53	-79.68	-25.27	-71.08	24.43	27.17	NaN	24.42	-67.13	-25.75	-28.55
CGS001-5018	KD	OXA1L	oxidase (cytochrome c) assembly 1-like			10.00, 10.00	1.16, 0.40	-98.91	-28.76	-21.39	52.79	98.77	41.98	61.87	-74.10	-33.04	20.92
CGS001-5019	KD	OXCT1	3-oxoacid CoA transferase 1			40.00, 10.00	0.94, 0.19	90.73	41.54	-51.58	98.91	95.99	95.66	68.57	51.04	27.96	95.83
CGS001-27199	KD	OXGR1	GPCR / Class A : Orphans, Oxoglutarate receptor, oxoglutarate (alpha-ketoglutarate) receptor 1			10.00, 10.00	1.14, 0.47	74.13	-98.67	-60.67	35.17	99.12	-35.87	18.56	-34.49	26.12	-14.49
CGS001-9943	KD	OXSR1	FRAY subfamily, oxidative-stress responsive 1			10.00, 0.00	1.34, 0.28	-73.45	-66.32	-37.71	91.32	95.24	74.62	79.34	-61.68	34.25	77.10
CGS001-5021	KD	OXTR	GPCR / Class A : Vasopressin and oxytocin receptors, oxytocin receptor			0.00, 0.00	1.07, 0.22	-84.85	45.19	-99.80	-99.73	-98.01	-76.50	-52.10	-98.54	-25.62	-99.37
CGS001-5025	KD	P2RX4	Ligand-gated ion channels / Purinergic receptors, ionotropic, purinergic receptor P2X, ligand-gated ion channel, 4			0.00, 0.00	1.17, 0.32	-24.52	33.34	28.45	-58.59	-34.93	NaN	-87.31	NaN	NaN	-27.11
CGS001-5031	KD	P2RY6	GPCR / Class A : Purinergic receptors, P2Y, pyrimidinergic receptor P2Y, G-protein coupled, 6			10.00, 0.00	1.13, 0.49	33.88	-38.24	95.49	52.79	86.26	33.73	39.19	-55.99	39.52	34.27
CGS001-286530	KD	P2RY8	GPCR / Class A : Purinergic receptors, P2Y, purinergic receptor P2Y, G-protein coupled, 8			44.44, 22.22	1.92, 0.55	59.67	58.15	90.59	32.12	99.81	NaN	97.35	-27.07	99.96	97.26
CGS001-5033	KD	P4HA1	prolyl 4-hydroxylase, alpha polypeptide I			0.00, 0.00	2.02, 0.60	-99.94	-75.21	17.88	-24.80	-28.21	-99.76	-78.74	-89.21	NaN	-93.38
CGS001-8974	KD	P4HA2	prolyl 4-hydroxylase, alpha polypeptide II			0.00, 0.00	1.08, 0.31	-65.71	-98.78	40.97	-23.44	32.67	-56.29	-99.90	-98.52	-94.03	-98.68
CGS001-5034	KD	P4HB	Protein disulfide isomerases, prolyl 4-hydroxylase, beta polypeptide			0.00, 0.00	1.44, 0.40	-99.98	-77.45	35.54	43.51	-61.09	33.49	-99.08	-98.24	-76.23	-97.51
CGS001-54681	KD	P4HTM	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)			0.00, 0.00	1.25, 0.34	-99.94	-40.56	-98.32	-23.25	32.96	-51.21	-65.00	-85.16	-21.03	-66.51
CGS001-5036	KD	PA2G4	proliferation-associated 2G4, 38kDa			0.00, 0.00	2.16, 0.68	-32.85	68.72	32.29	37.36	-25.31	NaN	NaN	NaN	NaN	22.23
CGS001-26986	KD	PABPC1	RNA binding motif (RRM) containing, poly(A) binding protein, cytoplasmic 1			0.00, 0.00	0.89, 0.18	-91.70	-34.99	-94.34	-97.87	-33.10	33.91	-26.46	-45.93	50.06	-64.81
CGS001-29763	KD	PACSIN3	protein kinase C and casein kinase substrate in neurons 3			0.00, 0.00	0.91, 0.25	-76.32	-99.30	-40.85	26.13	-72.93	-30.54	-31.14	13.83	73.93	-44.13
CGS001-54623	KD	PAF1	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)			10.00, 0.00	1.64, 0.53	-54.23	-21.37	-99.13	-99.56	19.65	91.58	53.34	-97.68	96.56	-87.98
CGS001-5048	KD	PAFAH1B1	WD repeat domain containing, platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)			11.11, 11.11	1.38, 0.42	99.16	64.12	-97.11	-32.71	-73.85	NaN	84.53	-99.30	-99.68	-99.55
CGS001-5049	KD	PAFAH1B2	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa)			25.00, 25.00	1.16, 0.31	99.69	NaN	99.41	-47.05	-91.61	NaN	-61.06	14.55	-95.97	-81.52
CGS001-5050	KD	PAFAH1B3	platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa)			0.00, 0.00	1.06, 0.34	20.33	-98.80	-22.56	-50.55	52.78	-99.76	-99.45	-94.63	30.17	-98.32
CGS001-5053	KD	PAH	Amino acid hydroxylases, phenylalanine hydroxylase			0.00, 0.00	1.40, 0.45	-26.05	-21.26	-30.58	-74.40	69.36	-40.97	-22.93	-86.78	-51.52	-26.13
CGS001-10606	KD	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase			33.33, 22.22	1.24, 0.25	99.59	49.34	29.67	92.92	97.58	72.88	NaN	74.28	-80.90	97.08
CGS001-5058	KD	PAK1	PAKA subfamily, p21 protein (Cdc42/Rac)-activated kinase 1			0.00, 0.00	2.18, 0.82	-25.09	-38.98	-35.35	69.94	-31.63	NaN	-22.43	-19.39	90.14	-7.49
CGS001-5062	KD	PAK2	PAKA subfamily, p21 protein (Cdc42/Rac)-activated kinase 2			0.00, 0.00	1.24, 0.30	-77.24	31.65	-79.29	-36.32	-22.24	33.13	-92.99	-21.83	NaN	-28.67
CGS001-5063	KD	PAK3	PAKA subfamily, p21 protein (Cdc42/Rac)-activated kinase 3		X linked mental retardation group 1 LOF	14.29, 14.29	1.59, 0.52	99.57	67.58	80.41	26.21	-74.24	NaN	-19.16	NaN	NaN	63.43
CGS001-10298	KD	PAK4	PAKB subfamily, p21 protein (Cdc42/Rac)-activated kinase 4			0.00, 0.00	1.41, 0.42	49.35	-99.39	50.91	93.26	58.28	35.59	-87.72	22.05	71.67	38.19
CGS001-5066	KD	PAM	peptidylglycine alpha-amidating monooxygenase			12.50, 12.50	2.13, 0.58	62.25	NaN	82.55	52.81	69.82	NaN	98.84	-28.89	50.55	72.88
CGS001-9924	KD	PAN2	Ubiquitin-specific peptidases, PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)			0.00, 0.00	1.63, 0.40	-55.61	-26.84	-90.04	-94.39	26.58	-40.78	-27.06	-97.03	-85.25	-87.13
CGS001-80025	KD	PANK2	pantothenate kinase 2			44.44, 33.33	2.01, 0.59	-56.99	39.64	92.40	99.84	70.45	NaN	26.98	97.86	99.88	96.50
CGS001-55229	KD	PANK4	pantothenate kinase 4			12.50, 12.50	1.22, 0.48	-99.49	97.72	-95.13	-96.03	22.95	NaN	NaN	-93.33	19.03	-80.74
CGS001-11044	KD	PAPD7	PAP associated domain containing 7			0.00, 0.00	1.09, 0.33	-25.65	-100.00	-36.61	-95.44	51.24	-99.97	-23.90	-81.30	-39.71	-84.01
CGS001-10914	KD	PAPOLA	poly(A) polymerase alpha			0.00, 0.00	1.72, 0.49	-91.84	-70.60	-53.63	-20.83	47.57	-89.55	-56.75	-39.08	-95.87	-63.65
CGS001-9061	KD	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1			44.44, 44.44	1.47, 0.40	-30.56	100.00	99.83	48.64	61.38	NaN	34.66	99.86	-42.30	99.95
CGS001-164091	KD	PAQR7	progestin and adipoQ receptor family member VII			0.00, 0.00	1.67, 0.47	36.17	-22.79	-88.71	-66.95	32.43	NaN	-77.07	-91.95	-53.43	-69.84
CGS001-85315	KD	PAQR8	progestin and adipoQ receptor family member VIII			22.22, 22.22	1.26, 0.38	-33.90	-20.98	-39.04	-61.12	-30.96	NaN	52.10	97.60	99.12	24.84
CGS001-8505	KD	PARG	poly (ADP-ribose) glycohydrolase			0.00, 0.00	0.43, 0.08	-51.90	-82.72	-98.84	-18.67	54.41	NaN	-70.57	-21.05	-95.57	-78.90
CGS001-11315	KD	PARK7	Parkinson disease, parkinson protein 7			0.00, 0.00	1.23, 0.36	25.32	-99.93	91.19	25.47	73.40	-27.77	-94.61	-28.89	28.09	10.01
CGS001-55486	KD	PARL	presenilin associated, rhomboid-like			0.00, 0.00	1.64, 0.40	24.69	NaN	26.88	-99.95	91.98	-99.68	-27.05	-99.51	-98.31	-99.79
CGS001-5073	KD	PARN	poly(A)-specific ribonuclease			0.00, 0.00	1.66, 0.51	38.00	-67.55	-33.11	-22.71	-99.11	-96.40	-66.78	-95.37	25.56	-76.76
CGS001-84875	KD	PARP10	Poly (ADP-ribose) polymerases, poly (ADP-ribose) polymerase family, member 10			11.11, 11.11	1.28, 0.43	11.18	-21.55	-99.30	-64.72	-95.42	NaN	51.88	31.13	99.97	-12.00
CGS001-143	KD	PARP4	Poly (ADP-ribose) polymerases, poly (ADP-ribose) polymerase family, member 4		Poly ADP ribose polymerases LOF	0.00, 0.00	1.49, 0.36	66.98	NaN	-98.05	-84.10	-99.98	NaN	-32.51	-96.69	-26.83	-97.62
CGS001-139135	KD	PASD1	PAS domain containing 1			10.00, 10.00	1.49, 0.28	-31.56	84.92	14.04	-62.69	99.85	55.39	62.82	-38.05	-62.49	34.47
CGS001-5080	KD	PAX6	Paired boxes, paired box 6			50.00, 50.00	0.99, 0.31	94.89	NaN	81.81	98.32	62.66	NaN	-39.78	98.70	98.14	99.84
CGS001-7849	KD	PAX8	Paired boxes, paired box 8			0.00, 0.00	0.80, 0.17	-58.31	-68.26	-49.26	-92.56	-22.60	27.33	-40.11	-81.32	-99.97	-66.21
CGS001-55872	KD	PBK	TOPK family, PDZ binding kinase			0.00, 0.00	1.36, 0.55	-25.75	26.49	56.64	NaN	-26.63	NaN	-40.84	-31.28	30.16	-14.38
CGS001-55193	KD	PBRM1	Non-enzymatic BRD containing proteins, polybromo 1			11.11, 11.11	1.43, 0.63	-72.46	-26.04	-92.65	98.45	-46.24	NaN	-66.81	-79.53	25.36	-79.65
CGS001-80714	KD	PBX4	Homeoboxes / TALE class, pre-B-cell leukemia homeobox 4			11.11, 11.11	1.22, 0.40	-48.54	37.72	27.16	97.58	91.66	NaN	-90.47	30.95	-82.55	20.50
CGS001-57326	KD	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1			0.00, 0.00	2.32, 0.73	-31.61	62.73	-17.72	-27.97	52.18	NaN	NaN	70.46	-63.21	48.11
CGS001-5091	KD	PC	Carboxylases, pyruvate carboxylase			10.00, 10.00	1.32, 0.43	47.79	20.61	-34.77	-99.31	99.98	-38.49	-93.87	-24.38	-68.97	-43.39
CGS001-5092	KD	PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha			0.00, 0.00	1.58, 0.48	78.48	-56.97	-24.62	63.20	-36.87	-69.04	-42.19	-47.66	27.00	-32.05
CGS001-5096	KD	PCCB	Carboxylases, propionyl CoA carboxylase, beta polypeptide			0.00, 0.00	1.35, 0.41	-92.91	NaN	51.62	-29.67	41.50	NaN	32.67	-28.44	-82.72	-22.03
CGS001-65217	KD	PCDH15	Cadherins / Cadherin-related, protocadherin-related 15			12.50, 0.00	1.57, 0.49	-99.68	96.94	-20.49	-39.44	-82.90	86.95	33.47	NaN	NaN	35.32
CGS001-84759	KD	PCGF1	Polycomb group ring fingers, polycomb group ring finger 1			55.56, 55.56	1.26, 0.47	77.22	99.83	-87.35	31.18	99.93	NaN	99.93	99.51	36.63	99.95
CGS001-10336	KD	PCGF3	Polycomb group ring fingers, polycomb group ring finger 3			20.00, 20.00	1.15, 0.38	99.23	22.53	28.56	39.65	-42.08	29.74	98.87	-34.17	88.92	73.88
CGS001-84333	KD	PCGF5	Polycomb group ring fingers, polycomb group ring finger 5			0.00, 0.00	1.72, 0.52	-82.10	-26.81	-81.27	28.88	-93.28	NaN	-99.86	-21.63	79.69	-79.19
CGS001-5105	KD	PCK1	phosphoenolpyruvate carboxykinase 1 (soluble)			10.00, 10.00	1.65, 0.57	-19.13	-96.22	-89.75	-21.78	70.39	-35.88	-75.57	57.37	99.16	-50.71
CGS001-5106	KD	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)			20.00, 10.00	1.39, 0.56	13.89	-31.47	23.85	-25.92	96.37	32.45	97.64	93.81	-82.41	61.07
CGS001-5108	KD	PCM1	pericentriolar material 1			0.00, 0.00	1.77, 0.43	NaN	-49.45	-24.38	38.79	-91.26	-25.11	59.48	-83.41	-99.97	-91.00
CGS001-5110	KD	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase			0.00, 0.00	1.09, 0.40	-43.91	-92.74	-91.46	-83.35	-51.36	-98.11	-39.25	-95.47	27.35	-96.45
CGS001-5111	KD	PCNA	proliferating cell nuclear antigen		DNA Replication LOF	0.00, 0.00	1.40, 0.28	-47.63	NaN	-66.52	NaN	-99.80	NaN	80.49	-92.01	-25.72	-65.06
CGS001-9159	KD	PCSK7	Subtilisin, proprotein convertase subtilisin/kexin type 7			25.00, 12.50	1.20, 0.33	95.07	NaN	57.63	NaN	97.71	-60.61	-72.81	-53.61	65.90	82.80
CGS001-255738	KD	PCSK9	Subtilisin, proprotein convertase subtilisin/kexin type 9			11.11, 0.00	1.58, 0.56	-33.87	-75.65	-89.14	NaN	97.15	-73.80	-32.36	-23.63	-35.53	-63.27
CGS001-11333	KD	PDAP1	PDGFA associated protein 1			33.33, 33.33	1.07, 0.32	26.80	-31.71	99.09	98.20	31.72	NaN	99.63	-78.68	24.05	94.88
CGS001-5134	KD	PDCD2	Zinc fingers, MYND-type, programmed cell death 2			0.00, 0.00	1.03, 0.27	-70.42	92.96	-86.72	35.50	42.43	NaN	-72.73	63.42	26.15	15.81
CGS001-5144	KD	PDE4D	Phosphodiesterases, phosphodiesterase 4D, cAMP-specific			0.00, 0.00	1.41, 0.40	-58.66	-23.42	19.92	NaN	-71.96	69.59	-31.71	-44.66	54.01	-10.34
CGS001-5156	KD	PDGFRA	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family, platelet-derived growth factor receptor, alpha polypeptide			0.00, 0.00	1.02, 0.17	-56.23	-28.94	75.00	73.92	29.28	-32.79	-21.76	76.40	50.08	62.35
CGS001-5159	KD	PDGFRB	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family, platelet-derived growth factor receptor, beta polypeptide			0.00, 0.00	0.77, 0.14	-47.15	-22.33	52.33	94.28	87.08	NaN	-22.10	-33.18	-30.96	-3.23
CGS001-5160	KD	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1			0.00, 0.00	1.00, 0.28	-20.60	42.94	36.32	-98.89	86.74	-31.41	-82.95	NaN	-21.39	-4.76
CGS001-5162	KD	PDHB	pyruvate dehydrogenase (lipoamide) beta			0.00, 0.00	1.64, 0.26	61.67	40.95	-45.94	-41.13	72.42	23.68	43.77	47.22	-95.68	39.44
CGS001-8050	KD	PDHX	pyruvate dehydrogenase complex, component X			0.00, 0.00	0.89, 0.16	-90.88	-100.00	-64.83	-79.35	-88.59	-44.32	-49.97	-83.23	-49.75	-83.28
CGS001-9601	KD	PDIA4	Protein disulfide isomerases, protein disulfide isomerase family A, member 4			0.00, 0.00	1.02, 0.24	-15.77	46.67	-27.81	-97.05	29.27	73.72	20.35	24.63	NaN	7.68
CGS001-10954	KD	PDIA5	Protein disulfide isomerases, protein disulfide isomerase family A, member 5			0.00, 0.00	1.05, 0.28	-72.90	-29.86	-99.18	-73.78	-58.13	-43.81	-95.83	-98.15	78.39	-93.48
CGS001-5163	KD	PDK1	pyruvate dehydrogenase kinase, isozyme 1			10.00, 10.00	1.35, 0.48	-82.15	99.98	-22.97	32.56	31.16	66.14	-17.86	20.04	-61.97	7.52
CGS001-5164	KD	PDK2	PDHK family, pyruvate dehydrogenase kinase, isozyme 2			10.00, 10.00	0.95, 0.30	99.29	-91.93	-38.98	-31.69	44.76	77.64	80.63	70.74	78.81	66.89
CGS001-9124	KD	PDLIM1	PDZ and LIM domain 1			14.29, 0.00	3.26, 1.19	NaN	NaN	78.33	41.52	68.60	-30.00	-79.24	NaN	97.43	68.98
CGS001-8572	KD	PDLIM4	PDZ and LIM domain 4			12.50, 12.50	1.88, 0.57	-55.00	NaN	27.78	27.97	-36.60	NaN	-37.64	-70.41	98.97	-23.53
CGS001-5170	KD	PDPK1	PDK1 family, 3-phosphoinositide dependent protein kinase-1		Akt Signaling LOF	0.00, 0.00	1.19, 0.41	-79.80	-50.15	17.31	-25.98	-22.68	-89.46	-60.82	-81.14	22.92	-31.78
CGS001-23244	KD	PDS5A	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)			11.11, 11.11	1.93, 0.53	NaN	99.26	-40.14	-65.13	-20.48	-90.54	22.41	-45.85	19.53	-17.80
CGS001-23047	KD	PDS5B	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)			10.00, 10.00	1.40, 0.34	-89.65	99.96	-99.46	-33.17	-33.25	38.53	88.05	-37.13	44.02	-22.03
CGS001-3651	KD	PDX1	Homeoboxes / ANTP class : HOXL subclass, pancreatic and duodenal homeobox 1			0.00, 0.00	1.28, 0.33	37.25	84.10	76.60	70.29	-89.05	NaN	88.51	31.74	26.35	75.96
CGS001-57026	KD	PDXP	pyridoxal (pyridoxine, vitamin B6) phosphatase			20.00, 20.00	0.80, 0.25	-11.94	-27.47	18.44	-93.11	-97.86	-50.04	98.21	-34.78	98.04	-8.61
CGS001-5037	KD	PEBP1	phosphatidylethanolamine binding protein 1			0.00, 0.00	1.70, 0.65	-49.18	27.23	29.44	23.71	-34.34	-27.80	40.48	49.08	NaN	15.45
CGS001-55825	KD	PECR	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1, peroxisomal trans-2-enoyl-CoA reductase			20.00, 20.00	1.65, 0.51	-84.52	-19.42	99.97	82.79	32.14	-32.00	54.84	19.85	99.97	68.95
CGS001-10400	KD	PEMT	phosphatidylethanolamine N-methyltransferase			0.00, 0.00	1.11, 0.32	-31.63	-31.79	87.60	93.28	88.53	26.08	-23.94	-37.18	27.98	62.75
CGS001-5184	KD	PEPD	Methionyl aminopeptidase, peptidase D			0.00, 0.00	1.99, 0.61	69.32	72.41	-52.91	-30.02	88.21	NaN	-25.54	-60.59	-77.96	-15.07
CGS001-8864	KD	PER2	period homolog 2 (Drosophila)			40.00, 10.00	1.36, 0.45	-78.96	-76.64	95.65	95.26	-39.61	58.07	84.76	97.50	38.17	95.86
CGS001-5188	KD	PET112	PET112 homolog (yeast)			0.00, 0.00	1.85, 0.69	58.48	NaN	-99.98	-99.44	42.03	-86.80	-29.02	-31.78	-85.58	-98.71
