master_cpd_id	cpd_name	broad_cpd_id	top_test_conc_umol	cpd_status	gene_symbol_of_protein_target	target_or_activity_of_compound	cpd_smiles
446716	BRD-K34485477	BRD-K34485477	33	GE-active	NA	product of diversity oriented synthesis	CNC[C@@H]1Oc2ccc(NC(=O)CCN3CCOCC3)cc2CC(=O)N(C[C@@H]1C)[C@H](C)CO
447732	BRD-K16147474	BRD-K16147474	66	GE-active	NA	product of diversity oriented synthesis	CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)S(C)(=O)=O)[C@@H](C)CN([C@H](C)CO)C(=O)Cc2c1
448891	BRD-K29086754	BRD-K29086754	66	GE-active	NA	product of diversity oriented synthesis	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(O)=O)Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2CC1=O
449707	BRD-K33199242	BRD-K33199242	67	GE-active	NA	product of diversity oriented synthesis	CNC[C@@H]1Oc2ccc(cc2CC(=O)N(C[C@@H]1C)[C@@H](C)CO)N(C)C
450415	BRD-K52037352	BRD-K52037352	66	GE-active	NA	product of diversity oriented synthesis	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2ccc(NC(=O)NC3CCCCC3)cc2CC1=O
452570	BRD-K27986637	BRD-K27986637	66	probe	NA	product of diversity oriented synthesis; screening hit	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCCOc3c2)OCc2cn(CCCC1=O)nn2
463198	BRD-K37390332	BRD-K37390332	33	GE-active	NA	product of diversity oriented synthesis	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2ccc(NC(=O)c3ccncc3)cc2CC1=O
464458	tandutinib	BRD-K89162000	66	clinical	FLT3;KIT	inhibitor of c-KIT and VEGFR3	COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1
464880	fulvestrant	BRD-A85667082	66	FDA	ESR1;GPER1	antagonist of the estrogen receptor	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31
467037	bafilomycin A1	BRD-K86787118	0.33	probe	ATP6V0A1	inhibitor of the vacuolar-type H+-ATPase	CO[C@H]1\C=C\C=C(C)\C[C@@H](C)[C@H](O)[C@H](C)\C=C(C)\C=C(OC)\C(=O)O[C@@H]1[C@@H](C)[C@@H](O)[C@H](C)[C@H]1C[C@@H](O)[C@H](C)[C@H](O1)C(C)C
478694	isonicotinohydroxamic acid	BRD-K55478147	33	probe	HDAC6	inhibitor of HDAC6	ONC(=O)c1ccncc1
481311	HLI 373	BRD-K17349619	33	probe	MDM2	inhibitor of MDM2	CN(C)CCCNc1c2ccccc2n(C)c2nc(=O)n(C)c(=O)c12
580922	NSC19630	BRD-K39706510	66	probe	WRN	inhibitor of Werner syndrome helicase activity	CCC(=O)OCN1C(=O)C=CC1=O
594399	NSC48300	BRD-K45748132	66	probe	TASP1	inhibitor of threonine endopeptidase taspase 1	O[As](O)(=O)c1ccc(Cc2ccc(cc2)[As](O)(O)=O)cc1
594663	PRIMA-1-Met	BRD-K49456190	33	probe	TP53	re-activator of the pro-apoptotic activity of mutant p53	COC[C@]1(CO)[N@@]2CC[C@@H](CC2)C1=O
594664	isoevodiamine	BRD-A68631409	33	probe	NA	natural product	CN1C2N(CCc3c2[nH]c2ccccc32)C(=O)c2ccccc12
594665	UNC0638	BRD-K86856088	33	probe	EHMT1;EHMT2	inhibitor of EHMT2 and GLP methyltransferase	COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1
595102	cucurbitacin I	BRD-A28105619	33	probe	NA	natural product; modulator of NFKB1 and STAT3 signaling	CC(C)(O)\C=C\C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
596868	BRD-K50799972	BRD-K50799972	66	GE-active	NA	product of diversity oriented synthesis	COc1ccccc1-c1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)NCc1ccncc1
600054	BRD-K17060750	BRD-K17060750	67	GE-active	NA	product of diversity oriented synthesis	CN(C)CC(=O)N[C@@H]1CC[C@@H](CCNC(=O)Nc2ccc(F)cc2)O[C@H]1CO
601923	barasertib	BRD-K63923597	66	clinical	AURKB	inhibitor of aurora kinase B	CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
606033	linifanib	BRD-K99749624	66	clinical	FLT1;FLT3;KDR	inhibitor of VEGFRs	Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1
606034	veliparib	BRD-K87142802	33	clinical	PARP1;PARP2	inhibitor of poly (ADP-ribose) polymerase 1 (PARP1) and 2 (PARP2)	C[C@@]1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O
606035	saracatinib	BRD-K19540840	66	clinical	ABL1;SRC	inhibitor of SRC and ABL1	CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1
606135	afatinib	BRD-K66175015	66	clinical	EGFR;ERBB2	inhibitor of EGFR and HER2	CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
606136	cediranib	BRD-K86930074	66	clinical	FLT1;FLT4;KDR	inhibitor of VEGFRs	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
606138	canertinib	BRD-K50168500	66	clinical	EGFR;ERBB2	inhibitor of EGFR and HER2	Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl
606142	obatoclax	BRD-K15600710	66	clinical	BCL2;BCL2L1;MCL1	inhibitor of MCL1, BCL2, and BCL-xL	COC1=CC(=N\C\1=C/c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1
606143	masitinib	BRD-K71035033	66	clinical	KIT;PDGFRA;PDGFRB	inhibitor of c-KIT, PDGFRA, and PDGFRB	CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1
606144	ZSTK474	BRD-K63068307	66	clinical	PIK3CB;PIK3CD;PIK3CG	inhibitor of PI3K catalytic subunits beta, delta, and gamma	FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
606246	brivanib	BRD-K28428262	66	clinical	FLT1;KDR	inhibitor of VEGFR 1/2	C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
606248	GDC-0879	BRD-K67578145	66	probe	BRAF	inhibitor of BRAF	OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1
606249	NVP-TAE684	BRD-K50140147	66	probe	ALK	inhibitor of ALK and ALK-NPM fusion protein	COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
606254	SNS-032	BRD-K43389698	66	clinical	CDK16;CDK17;CDK2;CDK7;CDK9;CDKL5	inhibitor of cyclin-dependent kinases	CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
606256	PLX-4720	BRD-K16478699	33	probe	BRAF	inhibitor of BRAF	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
606356	TGX-221	BRD-A41692738	66	probe	PIK3CB	inhibitor of PI3K catalytic subunit beta	CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
606363	KU-0063794	BRD-K67566344	66	probe	MTOR	inhibitor of mTOR	COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1
606470	TG-100-115	BRD-K64785675	66	clinical	PIK3CD;PIK3CG	inhibitor of PI3K catalytic subunits delta and gamma	Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1
606471	GSK1059615	BRD-K06750613	33	clinical	MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG	inhibitor of PI3K and mTOR kinase activity	O=C1NC(=O)\C(S1)=C\c1ccc2nccc(-c3ccncc3)c2c1
606586	SU11274	BRD-K02965346	66	probe	MET	inhibitor of MET	CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1
606670	BRD-K88742110	BRD-K88742110	66	probe	HDAC8	inhibitor of HDAC8	COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1
607696	LRRK2-IN-1	BRD-K01436366	66	probe	DCLK1;LRRK2	inhibitor of leucine-rich repeat kinase 2; inhibitor of doublecortin-like kinase	COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1
608062	BRD8899	BRD-K22828899	33	probe	STK33	inhibitor of serine/threonine kinasase STK33	CC(=O)NC[C@@H]1C[C@H](CN1)NS(=O)(=O)c1cccc2cncc(C)c12
608999	EX-527	BRD-K76964878	80	clinical	SIRT1	inhibitor of sirtuin 1	NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21
609056	ELCPK	BRD-K44847641	0.4	probe	NA	screening hit	O=S(=O)(N1CCCc2ccccc12)c1ccc(cc1)-c1cnc(o1)C1CC1
609058	NPC-26	BRD-K36852164	40	probe	NA	induces cell death through a non-apoptotic, mitochondrial-dependent mechanism	CCOC(=O)c1c(NC(=O)c2ccc(s2)[N+]([O-])=O)sc2c1CC(C)(C)NC2(C)C
609060	1S,3R-RSL-3	BRD-K23853216	33	probe	GPX4	synthetic lethal with HRAS in engineered cells; inhibitor of GPX4	COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H](N1C(=O)CCl)c1ccc(cc1)C(=O)OC
609061	CIL55A	BRD-K69982010	80	probe	NA	screening hit	CN(C)CCNC(=O)c1cc2CSc3ccc(Cl)cc3-c2s1
609062	SCH-529074	BRD-K24376488	33	probe	TP53	activator of mutant p53	CN(C)CCCNc1nc(CN2CCN(CC2)C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)nc2ccccc12
609063	StemRegenin 1	BRD-K36739687	66	probe	AHR	inhibitor of aryl hydrocarbon receptor	CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12
609091	FQI-2	BRD-K35498412	33	probe	NA	inhibitor of LSF1-mediated transcription	CCOc1ccccc1-c1cc(=O)[nH]c2cc3OCOc3cc12
609110	ML210	BRD-K01877528	33	probe	NA	selectively kills engineered cells expressing mutant HRAS	Cc1onc(C(=O)N2CCN(CC2)C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)c1[N+]([O-])=O
609121	darinaparsin	BRD-K35723520	33	clinical	NA	inducer of ROS; inhibitor of microtubule assembly	C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
609124	PX-12	BRD-A56592690	100	clinical	TXN	inhibitor of thioredoxin-1	CCC(C)SSc1ncc[nH]1
609332	GANT-61	BRD-K09485525	66	probe	NA	inhibitor of hedgehog signaling pathway	CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1
609440	PL-DI	BRD-K83336168	66	probe	NA	dimer of piperlongumine; inducer of ROS	COc1cc(\C=C\C(=O)N2CCC=CC2=O)cc(OC)c1OCCN(C)CCOc1c(OC)cc(\C=C\C(=O)N2CCC=CC2=O)cc1OC
609596	TW-37	BRD-K28360340	33	probe	BCL2;BCL2L1	inhibitor of BCL2 and BCL-xL	CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O
609639	AZD8055	BRD-K69932463	66	clinical	MTOR	inhibitor of mTOR	COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
609674	CHM-1	BRD-K94145482	16	probe	NA	inhibitor of tubulin polymerization	Fc1ccccc1-c1cc(=O)c2cc3OCOc3cc2[nH]1
609681	QS-11	BRD-K02526760	33	probe	ARFGAP1	inhibitor of GTPase activating protein of ARF 1 (ARFGAP1)	OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12
609781	ML239	BRD-K01121114	66	probe	NA	ML239; inhibitor of breast cancer stem cell proliferation	Clc1cc(Cl)c(OCC(=O)N\N=C\c2ccc[nH]2)c(Cl)c1
616352	salermide	BRD-A67788537	400	probe	SIRT1;SIRT2	inhibitor of sirtuin 1 and sirtuin 2	CC(C(=O)Nc1cccc(c1)\N=C\c1c(O)ccc2ccccc12)c1ccccc1
616353	fumonisin B1	BRD-A63646118	500	probe	CERS1;CERS2;CERS3;CERS4;CERS5;CERS6	inhibitor of ceramide synthase	CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](CC(C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(O)=O)C(O)=O
616354	JQ-1	BRD-K54606188	66	probe	BRDT	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins	Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1
616355	BRD-K51490254	BRD-K51490254	66	probe	HDAC6;HDAC8	inhibitor of HDAC6 and HDAC8	ONC(=O)c1cccc(c1)C(=O)Nc1ccccc1
616408	BRD-K85133207	BRD-K85133207	66	probe	HDAC1	inhibitor of HDAC1	CC(=O)N[C@H]1C[C@H](C1)C(=O)Nc1cc(ccc1N)-c1ccc(F)cc1
622911	BMS-345541	BRD-K13566078	66	probe	IKBKB	inhibitor of IKK-2	Cc1cnc2c(NCCN)nc3ccc(C)cc3n12
622913	CAY10576	BRD-K51781482	66	probe	IKBKE	inhibitor of IKK-epsilon	COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(s3)C#N)c2cc1OC
628408	Repligen 136	BRD-K47503321	66	probe	HDAC3	inhibitor of HDAC3	Cc1ccc(cc1)C(=O)NCCCCCC(=O)Nc1ccc(F)cc1N
628601	nintedanib	BRD-K49075727	66	clinical	FGFR1;FGFR2;FGFR3;FLT1;FLT3;KDR;PDGFRA;PDGFRB	inhibitor of c-KIT, VEGFRs, PDGFRs, and FGFRs	COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1
628603	crizotinib	BRD-K78431006	66	FDA	ALK;MET	inhibitor of c-MET and ALK	C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl
628607	foretinib	BRD-K03449891	66	clinical	KDR;MET	inhibitor of MET and VEGFR2	COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
628613	regorafenib	BRD-K16730910	66	FDA	BRAF;KDR;KIT;RET	inhibitor of BRAF, RET, KIT, and VEGFR2	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
628614	WZ8040	BRD-K81728688	66	probe	EGFR	inhibitor of EGFR targeting T790M resistance	CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Sc3cccc(NC(=O)C=C)c3)n2)cc1
628620	OSI-930	BRD-K25340465	66	clinical	KDR;KIT	inhibitor of c-KIT and VEGFR2	FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1
628622	MGCD-265	BRD-K56277358	66	clinical	FLT1;FLT3;KDR;MET	inhibitor of c-MET and VEGFRs	Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1
628639	lenvatinib	BRD-K39974922	66	FDA	FLT1;FLT3;KDR;KIT;PDGFRA;PDGFRB	inhibitor of VEGFRs, c-KIT, and PDGFR alpha and beta	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
632103	YK 4-279	BRD-A62182663	33	probe	DHX9;ERG;ETV1	inhibitor of RNA helicase A (RHA) binding to EWS-FLI1; inhibitor of ERG and ETV1 activity	COc1ccc(cc1)C(=O)CC1(O)C(=O)Nc2c1c(Cl)ccc2Cl
632104	CAY10618	BRD-K83289131	33	probe	NAMPT	inhibitor of nicotinamide phosphoribosyltransferase	O=C(CCCCCCCn1cc(nn1)-c1cccnc1)Nc1ccccc1-c1ccccc1
632119	KU 0060648	BRD-K09499853	33	probe	PRKDC	inhibitor of DNA-dependent protein kinase	CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c3oc(cc4=O)N3CCOCC3)c3sc4ccccc4c23)CC1
632243	narciclasine	BRD-K06792661	33	probe	RHOA	activates cellular activity of RhoA; modulator of Rho/Rho kinase/LIM kinase/cofilin signaling	O[C@H]1C=C2[C@@H](NC(=O)c3c(O)c4OCOc4cc23)[C@H](O)[C@@H]1O
632873	MLN2238	BRD-K78659596	33	clinical	PSMB5	inhibitor of 20S proteasome at the chymotrypsin-like proteolytic (beta-5) site	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
632907	ISOX	BRD-K69840642	33	probe	HDAC6	inhibitor of HDAC6	CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO
634309	lapatinib	BRD-K19687926	66	FDA	EGFR;ERBB2	inhibitor of EGFR and HER2	CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
634814	BRD-K29313308	BRD-K29313308	66	probe	HDAC3	inhibitor of HDAC3	CC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(F)cc1N
635576	UNC0321	BRD-K74236984	33	probe	EHMT2	inhibitor of G9a histone methyltransferase	COc1cc2c(NC3CCN(C)CC3)nc(nc2cc1OCCOCCN(C)C)N1CCCN(C)CC1
635882	SGX-523	BRD-K19477839	66	clinical	MET	inhibitor of MET	Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1
636425	erismodegib	BRD-K19796430	33	probe	NA	screening hit	C[C@H]1CN(C[C@@H](C)O1)c1ccc(NC(=O)c2cccc(-c3ccc(OC(F)(F)F)cc3)c2C)cn1
636711	alisertib	BRD-K75295174	66	clinical	AURKA;AURKB	inhibitor of aurora kinases A and B	COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
639390	AZD6482	BRD-K58772419	66	clinical	PIK3CB;PIK3CD	inhibitor of PI3K catalytic subunits beta and delta	C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
639450	ruxolitinib	BRD-K53972329	66	FDA	JAK1;JAK2	inhibitor of Janus kinases 1 and 2	N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12
639531	bleomycin A2	BRD-A42083487	66	FDA	NA	inducer of DNA damage	C[C@@H](O)[C@@H](NC(=O)[C@H](C)[C@@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@@H](N)C(N)=O)C(O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C
639759	GDC-0941	BRD-K52911425	66	clinical	PIK3CA;PIK3CB;PIK3CD;PIK3CG	inhibitor of PI3K kinase activity	CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1
639962	SB-525334	BRD-K37720887	66	probe	TGFBR1	inhibitor of the transforming growth factor beta type 1 receptor	Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C
640007	PHA-793887	BRD-K64800655	66	clinical	CDK1;CDK2;CDK4;CDK5;CDK7;CDK9	inhibitor of cyclin-dependent kinases	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
640011	quizartinib	BRD-K93918653	66	clinical	FLT3	inhibtor of VEGFR3	CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1
640157	fingolimod	BRD-K88025533	66	FDA	S1PR1	inhibitor of sphingosine 1-phosphate receptor	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
640265	pazopanib	BRD-K74514084	66	FDA	FLT1;FLT3;KDR;KIT;PDGFRB	inhibitor of VEGFRs, c-KIT, and PDGFRB	CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1
640366	WZ4002	BRD-K72420232	33	probe	EGFR	inhibitor of EGFR targeting T790M resistance	COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1
641721	BRD-K24690302	BRD-K24690302	66	probe	HDAC1	inhibitor of HDAC1	CN(C)CC1CN(C1)C(=O)Nc1cc(ccc1N)-c1ccc(F)cc1
648987	BRD-K70511574	BRD-K62825658	66	probe	PLK1	inhibitor of polo-like kinase 1 (PLK1)	COc1ccc(cc1)S(=O)(=O)N(C(=O)C)c2ccccc2C=Cc3cc[n+]([O-])cc3
649420	PLX-4032	BRD-K56343971	33	FDA	BRAF	inhibitor of BRAF	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F
649754	BRD-K48477130	BRD-K48477130	66	probe	NA	screening hit	Cc1n[nH]c2NC3=C([C@@H](c12)c1ccccc1)C(=O)CC(C)(C)C3
649862	GSK461364	BRD-K92428232	66	clinical	PLK1	inhibitor of polo-like kinase 1 (PLK1)	C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F
651642	BRD-K28456706	BRD-K28456706	66	probe	HNF4A	inhibitor of hepatocyte nuclear factor 4 alpha	Cc1c(oc2ccc3ccccc3c12)[N+]([O-])=O
652975	STF-31	BRD-K22477529	66	probe	NAMPT	inhibitor of nicotinamide phosphoribosyltransferase	CC(C)(C)c1ccc(cc1)S(=O)(=O)NCc1ccc(cc1)C(=O)Nc1cccnc1
654278	ML334 diastereomer	BRD-K93367411	130	probe	KEAP1;NFE2L2	inhibitor of KEAP1-NFE2L2 protein-protein interaction	OC(=O)[C@@H]1CCCC[C@@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O
657183	spautin-1	BRD-K84964099	66	probe	USP10;USP13	inhibitor of the deubiquitinase activity of USP13 and USP10	Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1
659226	VAF-347	BRD-K96335988	66	probe	AHR	inhibitor of aryl hydrocarbon receptor	FC(F)(F)c1ccc(Nc2nccc(n2)-c2cccc(Cl)c2)cc1
659371	BRD-A02303741	BRD-A02303741	55	probe	DOT1L	inhibitor of histone methyltransferases	CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H](C(O)[C@H]1O)n1cnc2c(N)ncnc12
659682	ML320	BRD-K81491172	66	probe	GSK3B	inhibitor of GSK3 beta	COc1ccccc1[C@H]1c2c(NC3=C1C(=O)CC(C)(C)C3)n[nH]c2C(F)(F)F
659993	tigecycline	BRD-A34462049	66	FDA	NA	analog of tetracycline	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C
660064	BRD-K34099515	BRD-K34099515	66	probe	NA	screening hit	CC(C)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O
660073	PF-543	BRD-K79877282	33	probe	SPHK1	inhibitor of sphingosine kinase-1	Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1
660075	PF-573228	BRD-K79239947	66	probe	PTK2	inhibitor of focal adhesion kinase	CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1
660078	ceranib-2	BRD-K31514534	66	probe	ACER1;ACER2;ACER3;ASAH1;ASAH2;ASAH2B	inhibitor of ceramidase activity	COc1ccc(\C=C\C(=O)c2c(-c3ccccc3)c3ccccc3[nH]c2=O)cc1
660079	FSC231	BRD-K24784241	270	probe	PICK1	inhibitor of PDZ domain of protein interacting with PRKCA 1 (PICK1)	CCOC(=O)NC(=O)C(=C\c1ccc(Cl)c(Cl)c1)\C#N
660080	968	BRD-A43210826	66	probe	GLS	inhibitor of glutaminase	CN(C)c1ccc(cc1Br)C1Nc2ccc3ccccc3c2C2=C1C(=O)CC(C)(C)C2
660081	GSK4112	BRD-K78667050	66	probe	NR1D1	antagonist of Rev-ErbAalpha	CC(C)(C)OC(=O)CN(Cc1ccc(s1)[N+]([O-])=O)Cc1ccc(Cl)cc1
660082	etomoxir	BRD-K81335284	300	clinical	CPT1A	inhibitor of carnitine palmitoyltransferase	OC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1
660083	HC-067047	BRD-K03391209	66	probe	TRPV4	inhibitor of cation channel TRPV4	Cc1c(cc(-c2ccccc2)n1CCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F
660084	IPR-456	BRD-A76527075	66	probe	PLAUR	inhibitor of the interaction of urokinase receptor with binding partners	CC1CC(C)CN(C1)c1cc(Nc2ccccc2C(O)=O)c2C(=O)c3ccccc3-c3onc1c23
660085	KH-CB19	BRD-K66430217	17	probe	CLK1;CLK4	inhibitor of CDC2-like kinases 1 and 4	CCOC(=O)c1c(C(=CN)C#N)c2ccc(Cl)c(Cl)c2n1C
660086	leptomycin B	BRD-K27624156	66	probe	XPO1	inhibitor of exportin 1	CCC(\C=C\[C@@H]1OC(=O)C=C[C@@H]1C)=C\[C@H](C)C\C=C\C(C)=C\[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C\C(C)=C\C(O)=O
660087	AZ-3146	BRD-K59146805	66	probe	TTK	inhibitor of TTK protein kinase	COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1
660119	VU0155056	BRD-K31406481	66	probe	PLD1;PLD2	inhibitor of phospholipase D1/D2	O=C(NCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc2ccccc2c1
660135	BRD-K97651142	BRD-K97651142	66	probe	NA	aphrocallistin derivative	CN(CCc1cc(Br)c(OCCCNc2ncnc3n(C)cnc23)c(Br)c1)C(=O)c1ccc(C)cc1
